"agreement_label","agreement_confidence","comment_id","topic","error"
"Agree",0.92,"climate_comment_232982","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_254050","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_251583","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_218643","Global Climate Change And Sustainability",NA
"Disagree",0.97,"climate_comment_261493","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_198321","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_250523","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_198322","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_232983","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_179229","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_276540","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_276541","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_198324","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_222134","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_216276","Climate Migration And Coastal Resilience",NA
"Agree",0.95,"climate_comment_251584","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_198323","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_253376","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_251585","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_216277","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_175041","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_263824","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_198325","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_216278","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_263826","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_234750","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_209482","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_172135","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_175042","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_172137","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_205792","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_255136","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_208778","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_192751","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_205794","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_237711","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_242337","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_208780","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_214096","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_200076","Climate Migration And Coastal Resilience",NA
"Disagree",0.9,"climate_comment_242089","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_200077","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_252156","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_255434","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_245905","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_240157","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_240156","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_255998","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_252157","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_277936","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_254158","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_205842","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_254159","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_180984","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_180983","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_270399","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_180133","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_254161","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_276246","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_265455","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_169881","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_191395","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_216886","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_180134","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_265454","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_256597","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_223832","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_263718","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_214664","Climate Change Denial And Political Polarization",NA
"Agree",0.9,"climate_comment_196014","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_274131","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_263719","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_256598","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_195833","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_193345","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_256599","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_233760","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_274133","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_274132","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_256600","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_261632","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_274134","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_179107","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_182034","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_233761","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_181440","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_179108","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_233762","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_181442","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_230381","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_274789","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_237542","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_277554","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_188691","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_274791","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_188692","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_239371","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_212480","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_237543","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_188693","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_248847","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_223172","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_184032","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_254740","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_230841","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_200140","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_218001","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_260673","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_230844","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_248849","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_230845","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_237745","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_185713","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_252988","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_200141","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_200143","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_208850","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_260674","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_185714","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_185716","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_240418","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_172880","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_221205","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_221207","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_275583","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_221206","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_241324","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_172879","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_230911","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_273499","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_223174","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_174355","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_213146","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_279587","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_279586","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_275585","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_279589","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_178048","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_226283","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_279588","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_271595","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_256771","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_202388","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_195209","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_195211","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_168990","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_191075","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_218059","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_191076","Climate Migration And Coastal Resilience",NA
